Agent,Team,Student ID,Classes Completed (Month),Booked Unattended,Priority Score
EGSS-juliamonir01,ME-EGSS01小组,62128916,11,4,18
EGSS-juliamonir01,ME-EGSS01小组,62243628,11,4,18
EGSS-juliamonir01,ME-EGSS01小组,62392322,11,2,20
EGSS-juliamonir01,ME-EGSS01小组,62939504,11,2,20
EGSS-juliamonir01,ME-EGSS01小组,62961118,11,4,18
EGSS-juliamonir01,ME-EGSS01小组,63018166,11,0,22
EGSS-juliamonir01,ME-EGSS01小组,63064431,11,0,22
EGSS-juliamonir01,ME-EGSS01小组,63400086,11,5,17
EGSS-juliamonir01,ME-EGSS01小组,63496258,11,1,21
EGSS-juliamonir01,ME-EGSS01小组,63593854,11,2,20
EGSS-juliamonir01,ME-EGSS01小组,63593935,11,2,20
EGSS-juliamonir01,ME-EGSS01小组,63618414,11,0,22
EGSS-juliamonir01,ME-EGSS01小组,63937989,11,2,20
EGSS-juliamonir01,ME-EGSS01小组,63956684,11,0,22
EGSS-juliamonir01,ME-EGSS01小组,58221773,10,4,16
EGSS-juliamonir01,ME-EGSS01小组,58279083,10,3,17
EGSS-juliamonir01,ME-EGSS01小组,59155073,10,4,16
EGSS-juliamonir01,ME-EGSS01小组,59582228,10,4,16
EGSS-juliamonir01,ME-EGSS01小组,59877141,10,4,16
EGSS-juliamonir01,ME-EGSS01小组,60138036,10,4,16
EGSS-juliamonir01,ME-EGSS01小组,60800639,10,5,15
EGSS-juliamonir01,ME-EGSS01小组,60907447,10,0,20
EGSS-juliamonir01,ME-EGSS01小组,61018652,10,2,18
EGSS-juliamonir01,ME-EGSS01小组,61021640,10,2,18
EGSS-juliamonir01,ME-EGSS01小组,61079616,10,1,19
EGSS-juliamonir01,ME-EGSS01小组,61704928,10,3,17
EGSS-juliamonir01,ME-EGSS01小组,61976838,10,4,16
EGSS-juliamonir01,ME-EGSS01小组,62274489,10,3,17
EGSS-juliamonir01,ME-EGSS01小组,62414668,10,3,17
EGSS-juliamonir01,ME-EGSS01小组,62512353,10,3,17
EGSS-juliamonir01,ME-EGSS01小组,62534065,10,4,16
EGSS-juliamonir01,ME-EGSS01小组,62540325,10,3,17
EGSS-juliamonir01,ME-EGSS01小组,62597015,10,2,18
EGSS-juliamonir01,ME-EGSS01小组,62718186,10,3,17
EGSS-juliamonir01,ME-EGSS01小组,62969730,10,2,18
EGSS-juliamonir01,ME-EGSS01小组,63036788,10,1,19
EGSS-juliamonir01,ME-EGSS01小组,63071903,10,3,17
EGSS-juliamonir01,ME-EGSS01小组,63188153,10,3,17
EGSS-juliamonir01,ME-EGSS01小组,63357196,10,3,17
EGSS-juliamonir01,ME-EGSS01小组,63436031,10,0,20
EGSS-juliamonir01,ME-EGSS01小组,63448294,10,4,16
EGSS-juliamonir01,ME-EGSS01小组,63518932,10,3,17
EGSS-juliamonir01,ME-EGSS01小组,63578149,10,3,17
EGSS-juliamonir01,ME-EGSS01小组,64126349,10,4,16
EGSS-juliamonir01,ME-EGSS01小组,58615858,9,0,18
EGSS-juliamonir01,ME-EGSS01小组,58824169,9,5,13
EGSS-juliamonir01,ME-EGSS01小组,58969078,9,0,18
EGSS-juliamonir01,ME-EGSS01小组,59087378,9,4,14
EGSS-juliamonir01,ME-EGSS01小组,59140925,9,0,18
EGSS-juliamonir01,ME-EGSS01小组,59193679,9,4,14
EGSS-juliamonir01,ME-EGSS01小组,59275037,9,3,15
EGSS-juliamonir01,ME-EGSS01小组,60687904,9,0,18
EGSS-juliamonir01,ME-EGSS01小组,61116277,9,3,15
EGSS-juliamonir01,ME-EGSS01小组,61116532,9,3,15
EGSS-juliamonir01,ME-EGSS01小组,62036329,9,4,14
EGSS-juliamonir01,ME-EGSS01小组,62149347,9,2,16
EGSS-juliamonir01,ME-EGSS01小组,62271411,9,3,15
EGSS-juliamonir01,ME-EGSS01小组,62847691,9,1,17
EGSS-juliamonir01,ME-EGSS01小组,62917042,9,4,14
EGSS-juliamonir01,ME-EGSS01小组,62971385,9,5,13
EGSS-juliamonir01,ME-EGSS01小组,62983242,9,2,16
EGSS-juliamonir01,ME-EGSS01小组,63315633,9,2,16
EGSS-juliamonir01,ME-EGSS01小组,63465315,9,1,17
EGSS-juliamonir01,ME-EGSS01小组,63499346,9,2,16
EGSS-juliamonir01,ME-EGSS01小组,63517197,9,0,18
EGSS-juliamonir01,ME-EGSS01小组,63540402,9,1,17
EGSS-juliamonir01,ME-EGSS01小组,58439370,8,4,12
EGSS-juliamonir01,ME-EGSS01小组,59106253,8,0,16
EGSS-juliamonir01,ME-EGSS01小组,59178558,8,4,12
EGSS-juliamonir01,ME-EGSS01小组,59237342,8,3,13
EGSS-juliamonir01,ME-EGSS01小组,59498167,8,0,16
EGSS-juliamonir01,ME-EGSS01小组,59623438,8,3,13
EGSS-juliamonir01,ME-EGSS01小组,59855931,8,0,16
EGSS-juliamonir01,ME-EGSS01小组,61154693,8,6,10
EGSS-juliamonir01,ME-EGSS01小组,61305208,8,0,16
EGSS-juliamonir01,ME-EGSS01小组,61337662,8,3,13
EGSS-juliamonir01,ME-EGSS01小组,61419338,8,3,13
EGSS-juliamonir01,ME-EGSS01小组,61974075,8,3,13
EGSS-juliamonir01,ME-EGSS01小组,62000864,8,4,12
EGSS-juliamonir01,ME-EGSS01小组,62147533,8,1,15
EGSS-juliamonir01,ME-EGSS01小组,62388331,8,4,12
EGSS-juliamonir01,ME-EGSS01小组,62440525,8,3,13
EGSS-juliamonir01,ME-EGSS01小组,62594461,8,0,16
EGSS-juliamonir01,ME-EGSS01小组,63464175,8,3,13
EGSS-juliamonir01,ME-EGSS01小组,63511055,8,0,16
EGSS-juliamonir01,ME-EGSS01小组,63518083,8,1,15
EGSS-juliamonir01,ME-EGSS01小组,63555848,8,2,14
EGSS-juliamonir01,ME-EGSS01小组,63596420,8,4,12
EGSS-juliamonir01,ME-EGSS01小组,63994975,8,4,12
EGSS-juliamonir01,ME-EGSS01小组,64135636,8,4,12
EGSS-juliamonir01,ME-EGSS01小组,58086978,7,0,14
EGSS-juliamonir01,ME-EGSS01小组,58749214,7,0,14
EGSS-juliamonir01,ME-EGSS01小组,58780934,7,0,14
EGSS-juliamonir01,ME-EGSS01小组,59304687,7,3,11
EGSS-juliamonir01,ME-EGSS01小组,60820725,7,0,14
EGSS-juliamonir01,ME-EGSS01小组,61062573,7,2,12
EGSS-juliamonir01,ME-EGSS01小组,61540462,7,4,10
EGSS-juliamonir01,ME-EGSS01小组,61813580,7,2,12
EGSS-juliamonir01,ME-EGSS01小组,63244601,7,4,10
EGSS-juliamonir01,ME-EGSS01小组,63567528,7,3,11
EGSS-juliamonir01,ME-EGSS01小组,58563517,6,0,12
EGSS-juliamonir01,ME-EGSS01小组,59052015,6,0,12
EGSS-juliamonir01,ME-EGSS01小组,59251129,6,3,9
EGSS-juliamonir01,ME-EGSS01小组,60128851,6,3,9
EGSS-juliamonir01,ME-EGSS01小组,60262488,6,0,12
EGSS-juliamonir01,ME-EGSS01小组,60889960,6,4,8
EGSS-juliamonir01,ME-EGSS01小组,60933560,6,3,9
EGSS-juliamonir01,ME-EGSS01小组,61576247,6,1,11
EGSS-juliamonir01,ME-EGSS01小组,63121563,6,2,10
EGSS-juliamonir01,ME-EGSS01小组,63613489,6,0,12
EGSS-juliamonir01,ME-EGSS01小组,58501716,5,2,8
EGSS-juliamonir01,ME-EGSS01小组,60277322,5,5,5
EGSS-juliamonir01,ME-EGSS01小组,61420166,5,3,7
EGSS-juliamonir01,ME-EGSS01小组,61420185,5,4,6
EGSS-juliamonir01,ME-EGSS01小组,61613217,5,2,8
EGSS-juliamonir01,ME-EGSS01小组,61791488,5,0,10
EGSS-juliamonir01,ME-EGSS01小组,62591307,5,3,7
EGSS-juliamonir01,ME-EGSS01小组,62811790,5,0,10
EGSS-juliamonir01,ME-EGSS01小组,62881542,5,0,10
EGSS-juliamonir01,ME-EGSS01小组,62960942,5,5,5
EGSS-juliamonir01,ME-EGSS01小组,63539937,5,0,10
EGSS-juliamonir01,ME-EGSS01小组,59223073,4,5,3
EGSS-juliamonir01,ME-EGSS01小组,61875215,4,0,8
EGSS-juliamonir01,ME-EGSS01小组,62033705,4,3,5
EGSS-juliamonir01,ME-EGSS01小组,63456673,4,2,6
EGSS-juliamonir01,ME-EGSS01小组,63876873,4,4,4
EGSS-juliamonir01,ME-EGSS01小组,58432337,3,0,6
EGSS-juliamonir01,ME-EGSS01小组,59140501,3,0,6
EGSS-juliamonir01,ME-EGSS01小组,59278599,3,0,6
EGSS-juliamonir01,ME-EGSS01小组,59327886,3,0,6
EGSS-juliamonir01,ME-EGSS01小组,60604337,3,5,1
EGSS-juliamonir01,ME-EGSS01小组,61144114,3,0,6
EGSS-juliamonir01,ME-EGSS01小组,62274010,3,7,-1
EGSS-juliamonir01,ME-EGSS01小组,62771862,3,0,6
EGSS-juliamonir01,ME-EGSS01小组,58904616,2,0,4
EGSS-juliamonir01,ME-EGSS01小组,58904709,2,0,4
EGSS-juliamonir01,ME-EGSS01小组,61272596,2,0,4
EGSS-juliamonir01,ME-EGSS01小组,61791658,2,0,4
EGSS-juliamonir01,ME-EGSS01小组,62367475,2,3,1
EGSS-juliamonir01,ME-EGSS01小组,62384965,2,0,4
EGSS-juliamonir01,ME-EGSS01小组,62923409,2,0,4
EGSS-juliamonir01,ME-EGSS01小组,63555908,2,5,-1
EGSS-khaledgonam,ME-EGSS05小组,62940181,33,5,61
EGSS-khaledgonam,ME-EGSS05小组,62821219,25,10,40
EGSS-khaledgonam,ME-EGSS05小组,63479524,21,4,38
EGSS-khaledgonam,ME-EGSS05小组,63538213,21,4,38
EGSS-khaledgonam,ME-EGSS05小组,63265311,20,5,35
EGSS-khaledgonam,ME-EGSS05小组,59373673,18,4,32
EGSS-khaledgonam,ME-EGSS05小组,60134129,18,5,31
EGSS-khaledgonam,ME-EGSS05小组,61069423,18,5,31
EGSS-khaledgonam,ME-EGSS05小组,60607450,17,3,31
EGSS-khaledgonam,ME-EGSS05小组,61226311,17,4,30
EGSS-khaledgonam,ME-EGSS05小组,61228452,17,4,30
EGSS-khaledgonam,ME-EGSS05小组,61228510,17,4,30
EGSS-khaledgonam,ME-EGSS05小组,62283849,17,2,32
EGSS-khaledgonam,ME-EGSS05小组,63387101,17,4,30
EGSS-khaledgonam,ME-EGSS05小组,59601952,16,4,28
EGSS-khaledgonam,ME-EGSS05小组,62028537,16,3,29
EGSS-khaledgonam,ME-EGSS05小组,62713091,16,8,24
EGSS-khaledgonam,ME-EGSS05小组,59053550,15,4,26
EGSS-khaledgonam,ME-EGSS05小组,60856169,15,0,30
EGSS-khaledgonam,ME-EGSS05小组,60899230,15,5,25
EGSS-khaledgonam,ME-EGSS05小组,61428105,15,5,25
EGSS-khaledgonam,ME-EGSS05小组,63121807,15,0,30
EGSS-khaledgonam,ME-EGSS05小组,63349836,15,0,30
EGSS-khaledgonam,ME-EGSS05小组,63833320,15,6,24
EGSS-khaledgonam,ME-EGSS05小组,58973482,14,4,24
EGSS-khaledgonam,ME-EGSS05小组,59188442,14,1,27
EGSS-khaledgonam,ME-EGSS05小组,60143682,14,4,24
EGSS-khaledgonam,ME-EGSS05小组,60943596,14,4,24
EGSS-khaledgonam,ME-EGSS05小组,61091129,14,3,25
EGSS-khaledgonam,ME-EGSS05小组,61449855,14,2,26
EGSS-khaledgonam,ME-EGSS05小组,62392400,14,0,28
EGSS-khaledgonam,ME-EGSS05小组,63003676,14,4,24
EGSS-khaledgonam,ME-EGSS05小组,63324438,14,4,24
EGSS-khaledgonam,ME-EGSS05小组,63562384,14,2,26
EGSS-khaledgonam,ME-EGSS05小组,63846020,14,6,22
EGSS-khaledgonam,ME-EGSS05小组,63897958,14,0,28
EGSS-khaledgonam,ME-EGSS05小组,59160784,13,3,23
EGSS-khaledgonam,ME-EGSS05小组,60177706,13,4,22
EGSS-khaledgonam,ME-EGSS05小组,60361456,13,4,22
EGSS-khaledgonam,ME-EGSS05小组,60534042,13,4,22
EGSS-khaledgonam,ME-EGSS05小组,61211038,13,4,22
EGSS-khaledgonam,ME-EGSS05小组,61246535,13,4,22
EGSS-khaledgonam,ME-EGSS05小组,61342786,13,3,23
EGSS-khaledgonam,ME-EGSS05小组,62367866,13,4,22
EGSS-khaledgonam,ME-EGSS05小组,63315515,13,4,22
EGSS-khaledgonam,ME-EGSS05小组,63490270,13,4,22
EGSS-khaledgonam,ME-EGSS05小组,64005132,13,4,22
EGSS-khaledgonam,ME-EGSS05小组,64157238,13,4,22
EGSS-khaledgonam,ME-EGSS05小组,58355751,12,4,20
EGSS-khaledgonam,ME-EGSS05小组,59351053,12,2,22
EGSS-khaledgonam,ME-EGSS05小组,59753562,12,4,20
EGSS-khaledgonam,ME-EGSS05小组,60134127,12,4,20
EGSS-khaledgonam,ME-EGSS05小组,60148234,12,5,19
EGSS-khaledgonam,ME-EGSS05小组,60209157,12,0,24
EGSS-khaledgonam,ME-EGSS05小组,61952715,12,4,20
EGSS-khaledgonam,ME-EGSS05小组,62247700,12,4,20
EGSS-khaledgonam,ME-EGSS05小组,62248433,12,2,22
EGSS-khaledgonam,ME-EGSS05小组,62384854,12,0,24
EGSS-khaledgonam,ME-EGSS05小组,62475389,12,4,20
EGSS-khaledgonam,ME-EGSS05小组,63454440,12,4,20
EGSS-khaledgonam,ME-EGSS05小组,58354875,11,4,18
EGSS-khaledgonam,ME-EGSS05小组,58579344,11,5,17
EGSS-khaledgonam,ME-EGSS05小组,58780927,11,2,20
EGSS-khaledgonam,ME-EGSS05小组,59755379,11,1,21
EGSS-khaledgonam,ME-EGSS05小组,59822639,11,3,19
EGSS-khaledgonam,ME-EGSS05小组,60106196,11,0,22
EGSS-khaledgonam,ME-EGSS05小组,60168462,11,2,20
EGSS-khaledgonam,ME-EGSS05小组,60369668,11,4,18
EGSS-khaledgonam,ME-EGSS05小组,61219171,11,4,18
EGSS-khaledgonam,ME-EGSS05小组,61610250,11,4,18
EGSS-khaledgonam,ME-EGSS05小组,61851052,11,2,20
EGSS-khaledgonam,ME-EGSS05小组,61942587,11,4,18
EGSS-khaledgonam,ME-EGSS05小组,61952513,11,4,18
EGSS-khaledgonam,ME-EGSS05小组,62354088,11,2,20
EGSS-khaledgonam,ME-EGSS05小组,62432942,11,4,18
EGSS-khaledgonam,ME-EGSS05小组,62556702,11,2,20
EGSS-khaledgonam,ME-EGSS05小组,62825962,11,0,22
EGSS-khaledgonam,ME-EGSS05小组,63060331,11,2,20
EGSS-khaledgonam,ME-EGSS05小组,63061002,11,2,20
EGSS-khaledgonam,ME-EGSS05小组,63113452,11,4,18
EGSS-khaledgonam,ME-EGSS05小组,63195069,11,4,18
EGSS-khaledgonam,ME-EGSS05小组,63325508,11,4,18
EGSS-khaledgonam,ME-EGSS05小组,63442433,11,1,21
EGSS-khaledgonam,ME-EGSS05小组,63593960,11,2,20
EGSS-khaledgonam,ME-EGSS05小组,63603976,11,3,19
EGSS-khaledgonam,ME-EGSS05小组,63909984,11,6,16
EGSS-khaledgonam,ME-EGSS05小组,58745679,10,0,20
EGSS-khaledgonam,ME-EGSS05小组,59374429,10,3,17
EGSS-khaledgonam,ME-EGSS05小组,59465262,10,3,17
EGSS-khaledgonam,ME-EGSS05小组,60184122,10,7,13
EGSS-khaledgonam,ME-EGSS05小组,60370104,10,3,17
EGSS-khaledgonam,ME-EGSS05小组,60478898,10,2,18
EGSS-khaledgonam,ME-EGSS05小组,60789080,10,4,16
EGSS-khaledgonam,ME-EGSS05小组,60841677,10,0,20
EGSS-khaledgonam,ME-EGSS05小组,61297269,10,3,17
EGSS-khaledgonam,ME-EGSS05小组,62217854,10,4,16
EGSS-khaledgonam,ME-EGSS05小组,62501059,10,3,17
EGSS-khaledgonam,ME-EGSS05小组,62627125,10,2,18
EGSS-khaledgonam,ME-EGSS05小组,62918477,10,4,16
EGSS-khaledgonam,ME-EGSS05小组,62919526,10,4,16
EGSS-khaledgonam,ME-EGSS05小组,63125997,10,0,20
EGSS-khaledgonam,ME-EGSS05小组,63165923,10,2,18
EGSS-khaledgonam,ME-EGSS05小组,63427860,10,4,16
EGSS-khaledgonam,ME-EGSS05小组,63519744,10,4,16
EGSS-khaledgonam,ME-EGSS05小组,63561500,10,0,20
EGSS-khaledgonam,ME-EGSS05小组,63636740,10,3,17
EGSS-khaledgonam,ME-EGSS05小组,63708632,10,4,16
EGSS-khaledgonam,ME-EGSS05小组,63821656,10,3,17
EGSS-khaledgonam,ME-EGSS05小组,57956052,9,2,16
EGSS-khaledgonam,ME-EGSS05小组,58802520,9,3,15
EGSS-khaledgonam,ME-EGSS05小组,58866417,9,3,15
EGSS-khaledgonam,ME-EGSS05小组,58925465,9,4,14
EGSS-khaledgonam,ME-EGSS05小组,59442652,9,3,15
EGSS-khaledgonam,ME-EGSS05小组,59594751,9,4,14
EGSS-khaledgonam,ME-EGSS05小组,59809548,9,4,14
EGSS-khaledgonam,ME-EGSS05小组,60326794,9,3,15
EGSS-khaledgonam,ME-EGSS05小组,60985574,9,0,18
EGSS-khaledgonam,ME-EGSS05小组,61068263,9,5,13
EGSS-khaledgonam,ME-EGSS05小组,61147183,9,4,14
EGSS-khaledgonam,ME-EGSS05小组,61241416,9,4,14
EGSS-khaledgonam,ME-EGSS05小组,61635530,9,3,15
EGSS-khaledgonam,ME-EGSS05小组,62045158,9,2,16
EGSS-khaledgonam,ME-EGSS05小组,62146040,9,4,14
EGSS-khaledgonam,ME-EGSS05小组,62449261,9,3,15
EGSS-khaledgonam,ME-EGSS05小组,62499032,9,3,15
EGSS-khaledgonam,ME-EGSS05小组,63613989,9,4,14
EGSS-khaledgonam,ME-EGSS05小组,64113784,9,0,18
EGSS-khaledgonam,ME-EGSS05小组,58307217,8,0,16
EGSS-khaledgonam,ME-EGSS05小组,58575677,8,2,14
EGSS-khaledgonam,ME-EGSS05小组,59267062,8,3,13
EGSS-khaledgonam,ME-EGSS05小组,59495068,8,2,14
EGSS-khaledgonam,ME-EGSS05小组,59707248,8,4,12
EGSS-khaledgonam,ME-EGSS05小组,59750382,8,4,12
EGSS-khaledgonam,ME-EGSS05小组,60193052,8,4,12
EGSS-khaledgonam,ME-EGSS05小组,60666469,8,4,12
EGSS-khaledgonam,ME-EGSS05小组,60718432,8,2,14
EGSS-khaledgonam,ME-EGSS05小组,60718623,8,3,13
EGSS-khaledgonam,ME-EGSS05小组,61966428,8,4,12
EGSS-khaledgonam,ME-EGSS05小组,62073807,8,4,12
EGSS-khaledgonam,ME-EGSS05小组,62123728,8,0,16
EGSS-khaledgonam,ME-EGSS05小组,62432456,8,4,12
EGSS-khaledgonam,ME-EGSS05小组,62582222,8,2,14
EGSS-khaledgonam,ME-EGSS05小组,62787299,8,1,15
EGSS-khaledgonam,ME-EGSS05小组,62788773,8,3,13
EGSS-khaledgonam,ME-EGSS05小组,62814948,8,4,12
EGSS-khaledgonam,ME-EGSS05小组,63161681,8,5,11
EGSS-khaledgonam,ME-EGSS05小组,63257314,8,3,13
EGSS-khaledgonam,ME-EGSS05小组,63389237,8,4,12
EGSS-khaledgonam,ME-EGSS05小组,63736770,8,2,14
EGSS-khaledgonam,ME-EGSS05小组,63812631,8,3,13
EGSS-khaledgonam,ME-EGSS05小组,64113463,8,1,15
EGSS-khaledgonam,ME-EGSS05小组,64115210,8,0,16
EGSS-khaledgonam,ME-EGSS05小组,58300787,7,0,14
EGSS-khaledgonam,ME-EGSS05小组,58682342,7,0,14
EGSS-khaledgonam,ME-EGSS05小组,58793010,7,2,12
EGSS-khaledgonam,ME-EGSS05小组,59472042,7,4,10
EGSS-khaledgonam,ME-EGSS05小组,59783285,7,3,11
EGSS-khaledgonam,ME-EGSS05小组,59912253,7,4,10
EGSS-khaledgonam,ME-EGSS05小组,60427829,7,0,14
EGSS-khaledgonam,ME-EGSS05小组,60433632,7,4,10
EGSS-khaledgonam,ME-EGSS05小组,62339566,7,4,10
EGSS-khaledgonam,ME-EGSS05小组,62776485,7,3,11
EGSS-khaledgonam,ME-EGSS05小组,62840122,7,4,10
EGSS-khaledgonam,ME-EGSS05小组,62932132,7,4,10
EGSS-khaledgonam,ME-EGSS05小组,63351646,7,0,14
EGSS-khaledgonam,ME-EGSS05小组,58304605,6,0,12
EGSS-khaledgonam,ME-EGSS05小组,58347739,6,4,8
EGSS-khaledgonam,ME-EGSS05小组,58559228,6,1,11
EGSS-khaledgonam,ME-EGSS05小组,59352874,6,0,12
EGSS-khaledgonam,ME-EGSS05小组,59469037,6,1,11
EGSS-khaledgonam,ME-EGSS05小组,59695639,6,4,8
EGSS-khaledgonam,ME-EGSS05小组,60115463,6,5,7
EGSS-khaledgonam,ME-EGSS05小组,60194274,6,0,12
EGSS-khaledgonam,ME-EGSS05小组,60307536,6,0,12
EGSS-khaledgonam,ME-EGSS05小组,60714252,6,4,8
EGSS-khaledgonam,ME-EGSS05小组,60915663,6,3,9
EGSS-khaledgonam,ME-EGSS05小组,62065610,6,0,12
EGSS-khaledgonam,ME-EGSS05小组,62455620,6,3,9
EGSS-khaledgonam,ME-EGSS05小组,62472202,6,2,10
EGSS-khaledgonam,ME-EGSS05小组,62491234,6,3,9
EGSS-khaledgonam,ME-EGSS05小组,62566994,6,2,10
EGSS-khaledgonam,ME-EGSS05小组,62600215,6,3,9
EGSS-khaledgonam,ME-EGSS05小组,62919610,6,4,8
EGSS-khaledgonam,ME-EGSS05小组,63317050,6,5,7
EGSS-khaledgonam,ME-EGSS05小组,63357957,6,0,12
EGSS-khaledgonam,ME-EGSS05小组,63452831,6,3,9
EGSS-khaledgonam,ME-EGSS05小组,63470055,6,3,9
EGSS-khaledgonam,ME-EGSS05小组,58367131,5,3,7
EGSS-khaledgonam,ME-EGSS05小组,58578534,5,1,9
EGSS-khaledgonam,ME-EGSS05小组,58972096,5,3,7
EGSS-khaledgonam,ME-EGSS05小组,59171545,5,0,10
EGSS-khaledgonam,ME-EGSS05小组,59359310,5,4,6
EGSS-khaledgonam,ME-EGSS05小组,60139648,5,0,10
EGSS-khaledgonam,ME-EGSS05小组,60152691,5,0,10
EGSS-khaledgonam,ME-EGSS05小组,60852440,5,0,10
EGSS-khaledgonam,ME-EGSS05小组,61463281,5,3,7
EGSS-khaledgonam,ME-EGSS05小组,62005793,5,1,9
EGSS-khaledgonam,ME-EGSS05小组,62637283,5,4,6
EGSS-khaledgonam,ME-EGSS05小组,63046356,5,4,6
EGSS-khaledgonam,ME-EGSS05小组,63086572,5,0,10
EGSS-khaledgonam,ME-EGSS05小组,63257138,5,3,7
EGSS-khaledgonam,ME-EGSS05小组,63273724,5,0,10
EGSS-khaledgonam,ME-EGSS05小组,63324423,5,3,7
EGSS-khaledgonam,ME-EGSS05小组,63437657,5,4,6
EGSS-khaledgonam,ME-EGSS05小组,63609206,5,1,9
EGSS-khaledgonam,ME-EGSS05小组,63702549,5,0,10
EGSS-khaledgonam,ME-EGSS05小组,59264819,4,5,3
EGSS-khaledgonam,ME-EGSS05小组,60177401,4,4,4
EGSS-khaledgonam,ME-EGSS05小组,60241173,4,0,8
EGSS-khaledgonam,ME-EGSS05小组,61225330,4,1,7
EGSS-khaledgonam,ME-EGSS05小组,61511084,4,4,4
EGSS-khaledgonam,ME-EGSS05小组,62490847,4,4,4
EGSS-khaledgonam,ME-EGSS05小组,62802422,4,2,6
EGSS-khaledgonam,ME-EGSS05小组,63024935,4,0,8
EGSS-khaledgonam,ME-EGSS05小组,63321567,4,1,7
EGSS-khaledgonam,ME-EGSS05小组,63395811,4,0,8
EGSS-khaledgonam,ME-EGSS05小组,63809911,4,2,6
EGSS-khaledgonam,ME-EGSS05小组,59490351,3,1,5
EGSS-khaledgonam,ME-EGSS05小组,61605442,3,5,1
EGSS-khaledgonam,ME-EGSS05小组,62630490,3,5,1
EGSS-khaledgonam,ME-EGSS05小组,62960075,3,4,2
EGSS-khaledgonam,ME-EGSS05小组,63416804,3,4,2
EGSS-khaledgonam,ME-EGSS05小组,63648653,3,3,3
EGSS-khaledgonam,ME-EGSS05小组,58339614,2,0,4
EGSS-khaledgonam,ME-EGSS05小组,60868504,2,4,0
EGSS-khaledgonam,ME-EGSS05小组,60923195,2,4,0
EGSS-khaledgonam,ME-EGSS05小组,61003902,2,3,1
EGSS-khaledgonam,ME-EGSS05小组,61271617,2,3,1
EGSS-khaledgonam,ME-EGSS05小组,61482785,2,3,1
EGSS-khaledgonam,ME-EGSS05小组,61511082,2,4,0
EGSS-khaledgonam,ME-EGSS05小组,61684505,2,0,4
EGSS-khaledgonam,ME-EGSS05小组,62018684,2,5,-1
EGSS-khaledgonam,ME-EGSS05小组,62423258,2,0,4
EGSS-khaledgonam,ME-EGSS05小组,62630577,2,5,-1
EGSS-mahmoud04,ME-EGSS01小组,58677569,22,8,36
EGSS-mahmoud04,ME-EGSS01小组,63994130,21,4,38
EGSS-mahmoud04,ME-EGSS01小组,64126174,20,6,34
EGSS-mahmoud04,ME-EGSS01小组,60398235,19,6,32
EGSS-mahmoud04,ME-EGSS01小组,63112523,19,6,32
EGSS-mahmoud04,ME-EGSS01小组,63994116,19,4,34
EGSS-mahmoud04,ME-EGSS01小组,64157762,19,6,32
EGSS-mahmoud04,ME-EGSS01小组,59432593,18,6,30
EGSS-mahmoud04,ME-EGSS01小组,59652010,18,5,31
EGSS-mahmoud04,ME-EGSS01小组,59950176,18,4,32
EGSS-mahmoud04,ME-EGSS01小组,60634799,18,4,32
EGSS-mahmoud04,ME-EGSS01小组,60995017,18,5,31
EGSS-mahmoud04,ME-EGSS01小组,64051178,18,6,30
EGSS-mahmoud04,ME-EGSS01小组,58800297,17,4,30
EGSS-mahmoud04,ME-EGSS01小组,60164906,17,4,30
EGSS-mahmoud04,ME-EGSS01小组,61346064,17,4,30
EGSS-mahmoud04,ME-EGSS01小组,62609058,17,5,29
EGSS-mahmoud04,ME-EGSS01小组,62810639,17,4,30
EGSS-mahmoud04,ME-EGSS01小组,64149213,17,5,29
EGSS-mahmoud04,ME-EGSS01小组,64158995,17,5,29
EGSS-mahmoud04,ME-EGSS01小组,58358163,16,5,27
EGSS-mahmoud04,ME-EGSS01小组,61079684,16,5,27
EGSS-mahmoud04,ME-EGSS01小组,62597030,16,5,27
EGSS-mahmoud04,ME-EGSS01小组,63024656,16,6,26
EGSS-mahmoud04,ME-EGSS01小组,63204331,16,0,32
EGSS-mahmoud04,ME-EGSS01小组,63646074,16,4,28
EGSS-mahmoud04,ME-EGSS01小组,64039636,16,4,28
EGSS-mahmoud04,ME-EGSS01小组,60645953,15,5,25
EGSS-mahmoud04,ME-EGSS01小组,63288335,15,5,25
EGSS-mahmoud04,ME-EGSS01小组,63656984,15,5,25
EGSS-mahmoud04,ME-EGSS01小组,64058388,15,6,24
EGSS-mahmoud04,ME-EGSS01小组,58969360,14,1,27
EGSS-mahmoud04,ME-EGSS01小组,60986615,14,4,24
EGSS-mahmoud04,ME-EGSS01小组,61582328,14,4,24
EGSS-mahmoud04,ME-EGSS01小组,62713629,14,4,24
EGSS-mahmoud04,ME-EGSS01小组,62803943,14,4,24
EGSS-mahmoud04,ME-EGSS01小组,62843453,14,4,24
EGSS-mahmoud04,ME-EGSS01小组,62850957,14,4,24
EGSS-mahmoud04,ME-EGSS01小组,63228345,14,4,24
EGSS-mahmoud04,ME-EGSS01小组,63256521,14,2,26
EGSS-mahmoud04,ME-EGSS01小组,63803791,14,4,24
EGSS-mahmoud04,ME-EGSS01小组,63822902,14,4,24
EGSS-mahmoud04,ME-EGSS01小组,64067318,14,6,22
EGSS-mahmoud04,ME-EGSS01小组,59656700,13,4,22
EGSS-mahmoud04,ME-EGSS01小组,60697420,13,4,22
EGSS-mahmoud04,ME-EGSS01小组,61168915,13,0,26
EGSS-mahmoud04,ME-EGSS01小组,61232433,13,4,22
